index,href,id,contents,key,date,contents_order,hate,categories,degree,keyword,position,categories_2,categories_3,categories_4,categories_5
6355,/bbs/Gossiping/M.1622278612.A.B31.html,brainpowered,817等8月的高端啦總統都出來下指示了,bnt,  36.239.158.36 05/29 18:49 ,457,1,3,3,"817,等8月的高端","[(0, 3), (3, 9)]",0,1,0,0
18335,/bbs/Gossiping/M.1622284480.A.FE0.html,hoesi,高端只有鬼島人會打買賠錢貨幹嘛,高端,114.198.170.180 05/29 18:36 ,9,1,2,1,鬼島,"[(4, 6)]",1,0,0,0
9388,/bbs/Gossiping/M.1628220622.A.392.html,withthewind,蟑螂的邏輯很奇怪，捧高端又扯科興照蟑螂的手法，高端=科興，請打好打滿,疫苗, 111.241.228.34 08/07 12:31 ,82,1,3,2,蟑螂,"[(0, 2), (17, 19)]",0,1,0,0
11602,/bbs/Gossiping/M.1623833050.A.FD9.html,Arkzeon,蟑螂會偷渡觀念：時力扯後腿，去打科興,疫苗, 223.140.122.84 06/16 17:40 ,101,1,3,2,蟑螂,"[(0, 2)]",0,1,0,0
2711,/bbs/Gossiping/M.1622791116.A.988.html,kaitai,AZ就是爛日本送垃圾真不懂幹嘛不接受BNT,AZ, 59.125.179.129 06/04 15:20 ,31,1,1,1,"AZ,爛,送垃圾","[(0, 2), (4, 5), (7, 10)]",0,0,0,0
1082,/bbs/Gossiping/M.1628266648.A.E5E.html,f016tw,你他媽的，不留給莫德納第二劑，留給混打，你政府可以再鬧一點！,AZ,     42.72.5.92 08/07 14:36 ,120,1,4,1,"你他媽的,你政府可以再鬧一點","[(0, 4), (20, 29)]",0,0,1,0
2456,/bbs/Gossiping/M.1623545617.A.6A6.html,tctv2002,高端疫苗能量產就量產價格比國外三期還貴這中間沒利益智障才信,AZ,114.136.208.141 06/13 09:11 ,19,1,3,2,智障,"[(25, 27)]",0,1,0,0
6735,/bbs/Gossiping/M.1614677319.A.2C5.html,cfetan,現正在談BNT，怎有無腦護航?又將救命錢去餵飼料了,bnt, 03/02 17:52 ,11,1,5,2,無腦護航,"[(10, 14)]",0,0,0,1
13344,/bbs/Gossiping/M.1622461312.A.D26.html,louiswei1986,垃圾歐洲竟然沒有高端,疫苗, 27.147.20.244 05/31 19:50 ,25,1,2,1,垃圾歐洲,"[(0, 4)]",1,0,0,0
2597,/bbs/Gossiping/M.1623127527.A.B7B.html,lurlur,高端就隨便買，郭董買個疫苗卡來卡去操,AZ,  36.239.165.89 06/08 15:51 ,1203,1,5,2,操,"[(17, 18)]",0,0,0,1
17257,/bbs/Gossiping/M.1629714166.A.A5A.html,carsly,米國人幹嘛想不開當高端鼠,高端,223.136.186.236 08/23 18:40 ,64,1,3,2,"米國人,高端鼠","[(0, 3), (9, 12)]",0,1,0,0
6871,/bbs/Gossiping/M.1622633657.A.33E.html,guest8888,國藥克蟑啦我打,國藥, 123.204.250.37 06/02 19:35 ,11,1,3,2,國藥克蟑,"[(0, 4)]",0,1,0,0
8420,/bbs/Gossiping/M.1629619143.A.06A.html,cuteyuyu1130,打了能混打其他疫苗？假如年底DELTA在台大爆發，高端仔的重症率超高，要怎麼補救？,疫苗,   49.217.72.95 08/22 17:41 ,188,1,3,3,高端仔,"[(25, 28)]",0,1,0,0
13726,/bbs/Gossiping/M.1622343532.A.721.html,a53189360,有啊一堆817覺青還在那中國BNT,疫苗,118.166.172.69 05/30 10:59 ,1,1,3,3,"817覺青,中國BNT","[(4, 9), (12, 17)]",0,1,0,0
5800,/bbs/Gossiping/M.1623837650.A.115.html,allofme,我打BNT，覺青打高端,bnt,114.137.209.245 06/16 18:40 ,276,1,3,3,覺青打高端,"[(6, 12), (15, 20)]",0,1,0,0
15743,/bbs/Gossiping/M.1626221057.A.8C7.html,s155260,30歲賤畜早就單吊az了不敢想莫德納,莫德納, 114.43.151.138 07/14 08:19 ,56,1,3,2,賤畜,"[(3, 5)]",0,1,0,0
9676,/bbs/Gossiping/M.1627618304.A.C9E.html,knives,不是買太慢，是買不夠，一定是你們這些賤民要打莫德納沒說，害我們cdc預估太少,疫苗,   211.21.37.96 07/30 12:13 ,3,1,3,1,賤民,"[(18, 20)]",0,1,0,0
2544,/bbs/Gossiping/M.1623297156.A.803.html,isaa,AZ應該覺得奇?大辱，通過國際認證的被垃圾,AZ,223.140.107.190 06/10 12:04 ,186,1,1,1,"AZ,垃圾","[(0, 2), (19, 21)]",0,0,0,0
1382,/bbs/Gossiping/M.1626869018.A.DEE.html,GivemeApen,第九類跟人家搶什麼疫苗滾去打高端,AZ,   39.11.105.15 07/21 22:55 ,145,1,3,2,"第九類,搶什麼疫苗滾去打高端","[(0, 3), (6, 16)]",0,1,0,0
6212,/bbs/Gossiping/M.1622522968.A.275.html,ray88076,BNT最好的疫苗817不要搶著打,bnt,   101.12.47.68 06/01 13:03 ,547,1,3,3,817不要搶著打,"[(8, 16)]",0,1,0,0
8353,/bbs/Gossiping/M.1629711387.A.EB7.html,puma20055,台灣八卦仔，內心應該希望打高端死60萬人,疫苗,180.217.159.254 08/23 17:47 ,35,1,3,3,"台灣八卦仔,打高端死60萬人","[(0, 5), (12, 20)]",0,1,0,0
17172,/bbs/Gossiping/M.1629793249.A.4A1.html,ooo112233,吸毒低端怎麼會有資格打高端,高端,114.137.148.164 08/24 16:35 ,346,1,3,2,吸毒低端,"[(0, 4)]",0,1,0,0
11492,/bbs/Gossiping/M.1624011360.A.127.html,peter7649001,獨立，高端我自願當實驗啦，幹垃圾,疫苗,  1.164.144.152 06/19 00:21 ,1207,1,5,1,"幹,垃圾","[(13, 14), (14, 16)]",0,0,0,1
13230,/bbs/Gossiping/M.1622519379.A.29B.html,joanne0532,817一樣等高端，醫護先打BNT,疫苗,  39.13.102.212 06/01 12:12 ,516,1,3,3,817,"[(0, 3)]",0,1,0,0
16237,/bbs/Gossiping/M.1631846151.A.4C5.html,peacesb,超過10個字高端仔的腦容量無法負荷了啦,高端,  219.87.85.162 09/17 10:52 ,2,1,3,3,高端仔,"[(6, 9)]",0,1,0,0
17152,/bbs/Gossiping/M.1629803086.A.B23.html,tony1331,552賤畜打科興垃圾中國豬,高端,  223.140.90.69 08/24 20:02 ,105,1,3,1,"552賤畜,打科興垃圾中國豬","[(0, 5), (5, 13)]",0,1,0,0
7342,/bbs/Gossiping/M.1632210439.A.4D4.html,tndh,哈哈哈高端仔uccu,疫苗, 223.139.48.215 09/21 20:28 ,397,1,3,3,高端仔,"[(3, 6)]",0,1,0,0
9447,/bbs/Gossiping/M.1628085734.A.D8E.html,summerholic,蟑螂打高端了嗎,疫苗, 111.249.145.49 08/04 22:32 ,18,1,3,2,蟑螂,"[(0, 2)]",0,1,0,0
14861,/bbs/Gossiping/M.1630648934.A.BAD.html,twinway,因為高端就是台版的科興沒毛病R,科興,  36.228.144.28 09/03 22:27 ,178,1,1,3,"高端,台版的科興","[(2, 4), (6, 11)]",0,0,0,0
12629,/bbs/Gossiping/M.1622774644.A.302.html,Jefflien,還在嫌AZ的可不可以吃屎啊有的打就不錯,疫苗,  101.12.92.251 06/04 11:29 ,264,1,3,2,"嫌AZ,吃屎","[(2, 5), (10, 12)]",0,1,0,0
9238,/bbs/Gossiping/M.1628270690.A.622.html,tcpr,意願調查時三樣都預設打勾，高端偷偷躲在第三列，這個裝軟體偷渡設定或其他軟體有什麼不同？不小心下一步就跳過去的也納入登記，然後發內宣混淆視聽？噁心,疫苗, 111.82.221.111 08/07 01:49 ,53,1,4,3,"軟體偷渡設定,噁心","[(26, 32), (70, 72)]",0,0,1,0
10862,/bbs/Gossiping/M.1624767845.A.5FF.html,CYL009,高端仔應該要很高興啊怎麼開始噓了呢,疫苗,   1.200.161.37 06/27 13:12 ,857,1,3,3,高端仔,"[(0, 3)]",0,1,0,0
14435,/bbs/Gossiping/M.1621911413.A.1EA.html,panzerbug,實際中肺炎都比中國科興好,疫苗,   42.72.88.164 05/25 11:05 ,157,1,1,3,"中肺炎,比中國科興好","[(2, 5), (6, 12)]",0,0,0,0
17268,/bbs/Gossiping/M.1629710753.A.27D.html,ctyu,八掛版都科興仔，其餘疫苗都是糞啦,高端,  49.159.74.197 08/23 21:06 ,804,1,1,2,"科興仔,其餘疫苗,糞","[(4, 7), (8, 12), (14, 15)]",0,0,0,0
6309,/bbs/Gossiping/M.1622279582.A.6A5.html,ju06080719,817以外的任選進口貨817等高端國慘,bnt,36.225.51.160 05/29 17:14 ,4,1,1,2,"817,等高端國慘","[(0, 3), (11, 14), (14, 19)]",0,0,0,0
12954,/bbs/Gossiping/M.1622609175.A.3C4.html,tony011,米國疫苗打了沒跳板仔可以打科興,疫苗,  1.200.254.211 06/02 12:59 ,30,1,3,3,"米國疫苗,跳板仔","[(0, 4), (7, 10)]",0,1,0,0
15193,/bbs/Gossiping/M.1631779880.A.988.html,keria,腦殘喔？滿臉豆花的是要讓大家打高端的人吧,莫德納,223.138.203.169 09/16 18:49 ,345,1,3,2,腦殘,"[(0, 2)]",0,1,0,0
14167,/bbs/Gossiping/M.1622078443.A.BBD.html,BBKOX,3+11信徒嗆別人打AZ真可悲,疫苗, 223.137.47.188 05/27 11:40 ,1005,1,3,3,"3+11信徒,可悲","[(13, 15)]",0,1,0,0
7749,/bbs/Gossiping/M.1630991951.A.388.html,timgjh,"有三高跟AZ有個屁關係?自己不勾怪誰?你是年輕女性不勾再來哭哭啦，其他人不勾通通兩個字""死好""",疫苗, 140.112.54.171 09/07 15:49 ,194,1,3,2,"不勾通通兩個字""死好""","[(36, 47)]",0,1,0,0
17173,/bbs/Gossiping/M.1629793249.A.4A1.html,angel1980,請吸毒仔多多愛高端，減少敗類,高端,  123.192.83.50 08/24 16:37 ,378,1,3,2,"吸毒仔,敗類","[(1, 4), (12, 14)]",0,1,0,0
15254,/bbs/Gossiping/M.1631690091.A.DA6.html,winklly,人民當韭菜，為了高端無所不用其極,莫德納, 27.240.242.137 09/15 16:52 ,907,1,3,3,韭菜,"[(3, 5)]",0,1,0,0
2899,/bbs/Gossiping/M.1622695271.A.1CE.html,summerleaves,大英帝國都打AZ好嗎英國人不高級嗎,AZ, 36.225.168.135 06/03 13:13 ,276,1,2,1,"大英帝國,打AZ","[(0, 4), (5, 8)]",1,0,0,0
2770,/bbs/Gossiping/M.1622752824.A.D0C.html,stvc,蟑螂想打高端，千萬別打國外進來的,AZ, 118.168.155.45 06/04 08:41 ,674,1,3,2,蟑螂,"[(0, 2)]",0,1,0,0
12640,/bbs/Gossiping/M.1622769664.A.697.html,KDGC,高端乞丐,疫苗,  106.104.71.53 06/04 09:47 ,146,1,1,1,高端乞丐,"[(0, 4)]",0,0,0,0
1510,/bbs/Gossiping/M.1626536417.A.386.html,alamabarry,高端仔狂吹高端很棒才是有問題,AZ,   61.61.77.190 07/17 23:43 ,9,1,3,3,高端仔,"[(0, 3)]",0,1,0,0
11268,/bbs/Gossiping/M.1624115915.A.0B0.html,lodpdp,高端疫苗專打低端畜生高端打低端合理,疫苗, 114.198.190.80 06/19 23:22 ,7,1,3,2,"低端,畜生","[(6, 8), (13, 15), (8, 10)]",0,1,0,0
5397,/bbs/Gossiping/M.1625982215.A.70B.html,skevis,拜尺，現在先黑BNT，到時沒人跟817搶BNT,bnt,  61.230.90.230 07/11 13:44 ,3,1,3,3,"拜尺,黑BNT,817搶BNT","[(13, 19)]",0,1,0,0
15203,/bbs/Gossiping/M.1631766073.A.C7D.html,zerowingtw,高端一跌停~~~~蔡母株比誰都緊張,莫德納,   61.31.104.61 09/16 12:45 ,87,1,4,2,蔡母株,"[(9, 12)]",0,0,1,0
17620,/bbs/Gossiping/M.1629081603.A.E35.html,kogsww,菜：國慘高端為台灣之光，多國已在詢問。,高端,  101.9.254.191 08/16 12:10 ,389,1,1,2,國慘高端,"[(2, 6)]",0,0,0,0
10661,/bbs/Gossiping/M.1625545108.A.A65.html,alamabarry,高端仔會崩潰,疫苗,  42.77.218.166 07/06 12:20 ,9,1,3,3,高端仔,"[(0, 3)]",0,1,0,0
5158,/bbs/Gossiping/M.1626234897.A.14C.html,bluepicture,817自動綁定高端聯亞不用選阿,bnt,220.132.193.130 07/14 11:57 ,10,1,3,3,"817,高端聯亞","[(5, 7), (10, 16)]",0,1,0,0
2103,/bbs/Gossiping/M.1624632503.A.76A.html,greenanne,蟑螂跪舔az快給蟑螂打呀,AZ,  1.171.182.240 06/25 22:52 ,8,1,3,2,蟑螂跪舔az,"[(0, 6)]",0,1,0,0
1185,/bbs/Gossiping/M.1627685801.A.FB6.html,kenichisun,麻煩817都打高端,AZ,  36.228.214.26 07/31 08:10 ,16,1,3,3,817都打高端,"[(2, 9)]",0,1,0,0
5350,/bbs/Gossiping/M.1626015401.A.956.html,v9380007,注意!!bnt採購政府幫你各位韭菜省了ooo錢,bnt,220.129.151.142 07/12 03:46 ,908,1,3,3,韭菜,"[(6, 10), (13, 20)]",0,1,0,0
1,/bbs/Gossiping/M.1621405056.A.E1A.html,theskyofblue,結果去年罵的要死的還賞個AZ舔的要死的屁都沒,AstraZeneca, 05/19 14:19 ,12,1,5,1,"罵的要死,舔的要死","[(4, 8), (14, 18)]",0,0,0,1
17668,/bbs/Gossiping/M.1628904920.A.82F.html,wuleelee,護航高端前幾樓我操你嗎逼死全家有種來,高端,   1.52.213.151 08/14 10:52 ,311,1,3,1,"護航高端,操你嗎逼死全家","[(0, 4), (8, 15)]",0,1,0,0
5870,/bbs/Gossiping/M.1623556542.A.589.html,DustToDust,反正就是要卡到817打完高端啦,bnt,  36.233.236.82 06/13 12:11 ,5,1,3,3,卡到817打完高端,"[(2, 5), (11, 15)]",0,1,0,0
1161,/bbs/Gossiping/M.1627718055.A.720.html,starfishfish,年輕的出事身體大多還可以擔啊...高端不給這群韭菜要給誰？,AZ,  111.83.216.29 07/31 16:15 ,66,1,3,3,這群韭菜,"[(21, 25)]",0,1,0,0
15260,/bbs/Gossiping/M.1631684790.A.AA5.html,musicfire,在我大高端面前其他疫苗都是拉基,莫德納,  42.75.130.180 09/15 14:24 ,13,1,1,1,"高端面前其他疫苗,拉基","[(3, 11), (13, 15)]",0,0,0,0
12701,/bbs/Gossiping/M.1622729860.A.984.html,Reshiram,糞青記得不要打嘿乖乖等國產高端,疫苗,114.137.184.187 06/03 22:24 ,130,1,3,1,糞青,"[(0, 2)]",0,1,0,0
16004,/bbs/Gossiping/M.1623350476.A.B49.html,jason90814,謝謝但我們有高端了不需要垃圾BNT,輝瑞, 180.217.138.87 06/11 12:48 ,110,1,1,1,垃圾BNT,"[(12, 17)]",0,0,0,0
10442,/bbs/Gossiping/M.1626048334.A.7E9.html,Wimadison,拒打AZ！爛政府！,疫苗,  101.9.133.122 07/12 08:19 ,7,1,4,2,爛政府,"[(5, 8)]",0,0,1,0
7685,/bbs/Gossiping/M.1631159821.A.F54.html,f396761440,板內一堆高端仔當時感謝AZ去日旅遊結果看來被打臉了,疫苗,  110.28.96.129 09/09 13:55 ,301,1,3,3,高端仔,"[(4, 7)]",0,1,0,0
16160,/bbs/Gossiping/M.1632300186.A.127.html,like60955,可憐韭菜被騙去打高端QQ,高端,   27.52.160.15 09/22 17:30 ,158,1,3,3,"韭菜,打高端","[(2, 4), (7, 10)]",0,1,0,0
11083,/bbs/Gossiping/M.1624185460.A.66B.html,Ooxxeeoo,權貴們及親朋好友外加貓狗還要打第二劑韭菜就乖乖打高端吧！,疫苗, 218.164.113.39 06/20 19:04 ,40,1,3,3,"韭菜,打高端","[(18, 20), (23, 26)]",0,1,0,0
12378,/bbs/Gossiping/M.1622948361.A.D41.html,pytzog,高端疫苗是給低端韭菜打的,疫苗,  49.216.26.127 06/06 11:03 ,8,1,3,2,"高端疫苗,低端韭菜打","[(0, 4), (6, 11)]",0,1,0,0
14974,/bbs/Gossiping/M.1627012579.A.B37.html,rickcoo,科興不如打生理食鹽水,科興,   27.242.38.28 07/23 12:17 ,73,1,1,3,科興不如打生理食鹽水,"[(0, 10)]",0,0,0,0
6565,/bbs/Gossiping/M.1621852852.A.988.html,polestar0505,腦殘www說有投資的高端就沒有嗎,bnt,  42.72.129.198 05/24 19:14 ,102,1,5,2,腦殘,"[(0, 2)]",0,0,0,1
17577,/bbs/Gossiping/M.1629167802.A.673.html,jesiuty,如果AZ或莫德納早就沒了菸蟑頭又飛了,高端,122.117.212.236 08/17 10:39 ,4,1,3,2,菸蟑,"[(12, 14)]",0,1,0,0
3805,/bbs/Gossiping/M.1630636945.A.656.html,macrose,BNT爛死了，我建議大家都去搶高端爛貨留給我打就好,bnt,    114.37.9.80 09/03 12:50 ,46,1,1,2,"BNT爛死,高端爛貨","[(0, 4)]",0,0,0,0
2972,/bbs/Gossiping/M.1622293298.A.FBB.html,aidansky0989,一堆要國產不要國藥的，真的反中反到腦子壞,AZ,  219.91.66.120 05/29 21:04 ,9,1,3,2,"國產,腦子壞","[(3, 5), (17, 20)]",0,1,0,0
7451,/bbs/Gossiping/M.1631759704.A.D42.html,newstyle,丁丁的意思就是AZ仔不要旁邊看戲，總有一天輪到你，輪到你，就去混~,疫苗, 49.216.222.127 09/16 12:22 ,39,1,3,3,AZ仔,"[(7, 10)]",0,1,0,0
3381,/bbs/Gossiping/M.1616711247.A.AC1.html,canis831025,某些人腦子還好嗎？又不是只有AZ跟阿共疫苗智力障礙打疫苗沒用的喔快去看醫生嘿,AZ, 03/26 08:51 ,157,1,3,2,"某些人腦子,阿共疫苗智力障礙","[(2, 13), (22, 24)]",0,1,0,0
3649,/bbs/Gossiping/M.1631505687.A.4D9.html,forever9801,媒體報AZ死人->八卦仔垃圾疫苗報莫德那死人->政府不要擋我BNT!報高端死人->UCCU哈哈哈哈哈,bnt,118.165.138.138 09/13 12:36 ,123,1,1,1,八卦仔垃圾疫苗,"[(4, 7), (9, 12)]",0,0,0,0
3711,/bbs/Gossiping/M.1631165735.A.13D.html,k47100014,我同學群組拉票的覺青這次打AZ想嗆他,bnt, 49.217.174.196 09/09 13:38 ,14,1,3,3,覺青,"[(0, 3), (4, 7)]",0,1,0,0
16234,/bbs/Gossiping/M.1631853135.A.BB7.html,TOCIBS,然後高官繼續打莫德納洗賤民去打高端,高端,  223.141.13.22 09/17 13:13 ,243,1,3,1,賤民去打高端,"[(11, 17)]",0,1,0,0
17850,/bbs/Gossiping/M.1628224904.A.332.html,bybe,笑死噓文有種都去打高端啊沒打高端的蟑螂我祝你們被車撞死確診早日回老家,高端,  49.217.82.172 08/06 13:17 ,91,1,3,2,"沒打高端的蟑螂,被車撞死確診","[(12, 19), (23, 29)]",0,1,0,0
4705,/bbs/Gossiping/M.1628937001.A.BA0.html,alan0204,817最愛吹的高端勒連打都不敢?,bnt,    42.75.29.46 08/14 18:54 ,73,1,3,3,"817,高端","[(2, 5), (8, 12)]",0,1,0,0
17030,/bbs/Gossiping/M.1629884617.A.281.html,asd0952,高端比海洛因還毒XD,高端,   58.115.77.43 08/25 18:33 ,241,1,1,3,高端比海洛因還毒,"[(0, 8)]",0,0,0,0
8099,/bbs/Gossiping/M.1630126813.A.49D.html,alamabarry,18-38高端仔,疫苗,   42.75.29.137 08/28 13:09 ,60,1,3,3,高端仔,"[(5, 8)]",0,1,0,0
4772,/bbs/Gossiping/M.1628569709.A.0DE.html,r89556,台灣價值但高端是給你各位78年級韭菜打,bnt,220.143.232.132 08/10 12:30 ,6,1,3,3,"高端,78年級韭菜打","[(0, 1), (4, 6), (9, 14)]",0,1,0,0
7091,/bbs/Gossiping/M.1632812046.A.248.html,behati,連WHO認證的國藥科興都沒有你高端算個屁,疫苗, 36.234.216.186 09/28 15:05 ,152,1,1,3,高端算個屁,"[(15, 20)]",0,0,0,0
4434,/bbs/Gossiping/M.1629937898.A.842.html,toolin,高端仔是不是很後悔沒等個一星期在決定,bnt,  49.216.48.228 08/26 08:42 ,122,1,3,3,高端仔,"[(1, 7), (9, 11)]",0,1,0,0
4295,/bbs/Gossiping/M.1630129518.A.FBB.html,hohohoha,md高端為何不打在12-18歲看看阿拉基政府?不是很會吹?,bnt,218.173.165.146 08/28 13:58 ,111,1,4,1,拉基政府,"[(2, 8)]",0,0,1,0
4362,/bbs/Gossiping/M.1630044559.A.459.html,MFFL,817別搶啊快去打高端,bnt,   27.52.192.74 08/27 14:13 ,52,1,3,3,"817,打高端","[(0, 3), (10, 16)]",0,1,0,0
17149,/bbs/Gossiping/M.1629803188.A.62C.html,WarIII,腦殘是不是高端副作用,高端,    39.9.172.94 08/24 23:07 ,333,1,1,2,腦殘,"[(0, 2)]",0,0,0,0
3952,/bbs/Gossiping/M.1630456577.A.198.html,ron0803,FDA是智障給他藥證圖利輝瑞喔,bnt,  27.53.153.127 09/01 12:12 ,11,1,4,2,智障,"[(1, 4), (7, 9)]",0,0,1,0
9236,/bbs/Gossiping/M.1628271568.A.A82.html,pierse,說他急也只是說說而已你還當真喔?他急的是高端怎還不端出疫苗給韭菜打,疫苗,114.136.194.125 08/07 07:18 ,8,1,3,3,韭菜,"[(30, 32)]",0,1,0,0
6725,/bbs/Gossiping/M.1621215767.A.FBC.html,jesiuty,美國以色列輝瑞都打到翻過去了準備恢復正常生活了有一堆智障還在那你敢打喔冷涼卡好,bnt, 05/17 10:08 ,41,1,3,1,一堆智障,"[(24, 28)]",0,1,0,0
6336,/bbs/Gossiping/M.1622278612.A.B31.html,Shaqui11e,817是跟人打什麼BNT乖乖等國產,bnt,  114.40.10.118 05/29 17:11 ,234,1,3,3,"817,等國產","[(0, 3), (14, 17)]",0,1,0,0
13909,/bbs/Gossiping/M.1622204210.A.048.html,u155247,譯：你各位中?台?省的韭菜就乖乖打國藥,疫苗,    61.64.28.60 05/28 21:22 ,151,1,3,3,韭菜,"[(11, 13)]",0,1,0,0
11061,/bbs/Gossiping/M.1624242841.A.B54.html,godchildtw,孿生兄弟，蟑螂打高端就好了，搶什麼,疫苗,   1.160.82.104 06/21 13:32 ,259,1,3,2,"蟑螂,打高端","[(5, 7), (7, 10)]",0,1,0,0
245,/bbs/Gossiping/M.1631586440.A.388.html,WWIII,垃圾我們不要只打高端,AZ,111.241.167.156 09/14 12:42 ,829,1,1,1,"垃圾,只打高端","[(0, 2), (6, 10)]",0,0,0,0
15950,/bbs/Gossiping/M.1628036954.A.D20.html,dddddd,多少顧一下非洲以免都被科興爛貨拉走影響力,輝瑞,    42.75.214.7 08/04 11:07 ,114,1,1,2,科興爛貨,"[(11, 15)]",0,0,0,0
3986,/bbs/Gossiping/M.1630396521.A.47D.html,dong80,你他媽的這些連第二劑都不夠護盤高端喔,bnt,   124.11.186.4 08/31 17:26 ,355,1,4,1,"你他媽的,高端","[(0, 4), (13, 18)]",0,0,1,0
8155,/bbs/Gossiping/M.1629909331.A.C7E.html,tuo9,隨你便，要死不死，關我們什麼事，高端低能,疫苗, 123.194.61.182 08/26 01:07 ,100,1,3,1,高端低能,"[(16, 20)]",0,1,0,0
8520,/bbs/Gossiping/M.1629382185.A.66D.html,secret1414,打完高端馬上脫離低端人口,疫苗, 36.232.118.103 08/19 22:15 ,24,1,3,2,低端人口,"[(8, 12)]",0,1,0,0
18250,/bbs/Gossiping/M.1623622925.A.B68.html,happytravell,高端股價破500的時候就輪到賤民打,高端,  101.10.92.227 06/14 06:27 ,3,1,3,2,賤民,"[(14, 16)]",0,1,0,0
3347,/bbs/Gossiping/M.1620631516.A.413.html,reiborei,能選就輝瑞保護力高但會有爵卿罵你自以為優越還選疫苗,AZ, 05/10 15:41 ,21,1,3,3,爵卿,"[(23, 31)]",0,1,0,0
663,/bbs/Gossiping/M.1630470428.A.08E.html,hhbbookao,中山醫護愛打AZ還是莫?你們醫生說要要挑就是巨嬰小心被天擇,AZ,   61.62.234.33 09/01 17:11 ,19,1,3,3,巨嬰小心被天擇,"[(22, 29)]",0,1,0,0
3813,/bbs/Gossiping/M.1630629956.A.AB1.html,mysterydream,再爛都比高端好,bnt,    1.162.32.61 09/03 14:13 ,374,1,1,1,"再爛,比高端好","[(0, 5)]",0,0,0,0
1225,/bbs/Gossiping/M.1627527137.A.18B.html,Lance24,你們還有az我們只剩低端,AZ, 114.136.251.34 07/29 11:51 ,247,1,1,2,低端,"[(10, 12)]",0,0,0,0
2011,/bbs/Gossiping/M.1625531808.A.5BF.html,joyous1213,817打az,AZ,  39.10.198.224 07/06 09:27 ,196,1,3,3,817打az,"[(0, 6)]",0,1,0,0
7387,/bbs/Gossiping/M.1632177330.A.B77.html,happyjames1,哈哈哈哈哈啊高端仔表示,疫苗,  96.236.202.71 09/21 11:02 ,514,1,3,3,高端仔,"[(6, 9)]",0,1,0,0
17903,/bbs/Gossiping/M.1628013541.A.3FF.html,usercode,沒做錯啊，本來就沒必要浪費錢在低能高端仔身上，蠢到去打高端了給他錢幹嘛,高端,    61.227.9.98 08/04 05:22 ,34,1,3,1,低能高端仔,"[(15, 20)]",0,1,0,0
11629,/bbs/Gossiping/M.1623807589.A.25D.html,deony,低端疫苗還好我們有高端,疫苗,118.169.218.201 06/16 10:01 ,200,1,1,2,低端疫苗,"[(0, 4)]",0,0,0,0
3978,/bbs/Gossiping/M.1630412313.A.E6E.html,houting,AZ都開放到幾歲了結果一堆賤畜還在跳針,bnt,  219.85.157.70 08/31 22:35 ,413,1,3,2,一堆賤畜,"[(13, 18)]",0,1,0,0
11986,/bbs/Gossiping/M.1623422561.A.D01.html,agoodjob,蟑螂這種畜生用高端最剛好,疫苗, 114.42.167.218 06/11 22:52 ,127,1,3,1,"蟑螂,畜生","[(0, 2), (4, 6)]",0,1,0,0
4189,/bbs/Gossiping/M.1630197040.A.A20.html,will1205,笑死垃圾蚵糞繼續等科興,bnt,   219.71.16.50 08/29 09:21 ,322,1,3,1,垃圾蚵糞,"[(0, 2), (9, 12), (13, 15)]",0,1,0,0
16909,/bbs/Gossiping/M.1629950612.A.C8A.html,hsshkisskiss,蟑螂想必都打完高端了吧？,高端,   42.77.167.30 08/26 12:46 ,61,1,3,2,"蟑螂,打完高端","[(0, 2), (5, 9)]",0,1,0,0
16697,/bbs/Gossiping/M.1630309518.A.93E.html,pi020412,食藥署瘋狂護航結果也沒打高端狗官,高端,218.164.231.175 08/30 17:35 ,411,1,3,2,沒打高端狗官,"[(10, 16)]",0,1,0,0
17594,/bbs/Gossiping/M.1629111614.A.C71.html,RELIFE168,有其他可選你看看多少人選高端垃圾,高端, 36.239.101.229 08/16 19:05 ,42,1,1,1,高端垃圾,"[(12, 16)]",0,0,0,0
7628,/bbs/Gossiping/M.1631212131.A.AF1.html,freeclouds,高端本來就是沒被驗證的垃圾疫苗台灣並沒有缺疫苗到急著讓高端充數是某人怕BNT買到了沒人想打高端,疫苗,   1.200.243.71 09/10 03:42 ,371,1,1,1,垃圾疫苗,"[(11, 15)]",0,0,0,0
14119,/bbs/Gossiping/M.1622105265.A.346.html,uelx,離島全部去打科興啦八卦版樂見推薦的中國疫苗,疫苗, 223.140.89.108 05/27 19:02 ,192,1,2,3,"離島,打科興","[(0, 2), (5, 8)]",1,0,0,0
15065,/bbs/Gossiping/M.1629621428.A.202.html,lose116315,做完三期再說少廢話想跟垃圾高端一樣是不是,聯亞,  42.76.166.117 08/23 13:38 ,307,1,1,1,垃圾高端,"[(11, 15)]",0,0,0,0
4867,/bbs/Gossiping/M.1627977060.A.582.html,hsnu103437,硬是要卡國外疫苗讓高端賺，垃圾,bnt,118.168.206.101 08/03 17:30 ,79,1,4,1,"卡國外疫苗,垃圾","[(0, 4)]",0,0,1,0
9766,/bbs/Gossiping/M.1627443647.A.08F.html,abow0807,幹你娘我該不會被要求打高端吧,疫苗,  42.76.153.152 07/28 16:19 ,334,1,5,1,幹你娘,"[(0, 3)]",0,0,0,1
