index,href,id,contents,key,date,contents_order,hate,categories,degree,keyword
377,/bbs/Gossiping/M.1631283956.A.D5C.html,dkfs789,高端根本沒有副作用，AZ什麼咖洨,AZ,   114.40.45.23 09/10 23:40 ,46,1,1,3,AZ什麼咖洨
378,/bbs/Gossiping/M.1631277472.A.D56.html,mxr,高端是糞針倒是真的,AZ,  42.73.233.128 09/10 20:54 ,78,1,1,2,高端是糞針
379,/bbs/Gossiping/M.1631277472.A.D56.html,garcia,一千兩百萬韭菜零劑仔自己不打高端笑死,AZ,  36.232.177.99 09/10 21:22 ,123,1,3,3,韭菜零劑仔
380,/bbs/Gossiping/M.1631262405.A.5D0.html,b7211102000,覺輕快去打高端啊,AZ,   101.12.25.23 09/10 17:27 ,57,1,3,3,覺輕
381,/bbs/Gossiping/M.1631249312.A.FCE.html,james732,二樓打完AZ給三樓肛會加倍ㄉ爽,AZ, 118.163.80.132 09/10 12:48 ,1,1,5,3,二樓打完AZ給三樓肛
382,/bbs/Gossiping/M.1631247668.A.584.html,qazws08,把高端打入馬眼,AZ,111.71.96.84 09/10 12:25 ,26,1,1,2,把高端打入馬眼
383,/bbs/Gossiping/M.1631247668.A.584.html,inshadow,這裡只推薦高端喔其他都是垃圾,AZ,  1.175.181.166 09/10 12:30 ,56,1,1,1,其他都是垃圾
384,/bbs/Gossiping/M.1631247419.A.AAB.html,Edco,笑死你看不懂貼出來有什麼用連資料都不會找就滾回家打手槍啦可悲剛剛搜了一下連中文都可以看到資料到底多弱智才會連這種資料到找不到有夠可悲那麼愛舔沒有做三期的混打只看抗體校價怎麼不滾去舔高端啊反正都沒做三期啊這種邏輯廢物的攻擊點太多想想都覺得可憐,AZ, 101.137.251.82 09/10 21:17 ,20,1,5,2,"滾回家,弱智,愛舔,舔高端,邏輯廢物"
385,/bbs/Gossiping/M.1631247419.A.AAB.html,SSglamr,所以你不敢貼AZ隔45週超幹爆強是不是R?連自己都不敢講的東西舉出來笑死就標準為反而反反到失智,AZ, 125.227.152.74 09/11 09:54 ,23,1,3,2,"超幹,失智"
386,/bbs/Gossiping/M.1631242763.A.864.html,romber,大學生怕屁，去約高端就夠了，別浪費疫苗,AZ,220.135.200.123 09/10 11:20 ,83,1,3,3,"大學生,去約高端"
387,/bbs/Gossiping/M.1631242763.A.864.html,final9711,人家azbnt都確定打的到一堆文盲推高,AZ,  223.136.16.53 09/10 11:24 ,94,1,3,1,一堆文盲
388,/bbs/Gossiping/M.1631242763.A.864.html,KingsIsaiah,孓蜻嘴上愛高端，實際猛搶AZ莫德納,AZ,   39.12.186.10 09/10 11:54 ,120,1,3,3,孓蜻
389,/bbs/Gossiping/M.1631241824.A.8F5.html,alwang,打什麼AZ先去治療失憶症啦,AZ,  123.51.228.40 09/10 10:45 ,3,1,3,2,"打什麼AZ,治療失憶症"
390,/bbs/Gossiping/M.1631239502.A.4C8.html,PeterU,韭菜才打AZ我等默德那不用羨慕我,AZ, 118.163.145.42 09/10 10:09 ,22,1,3,3,韭菜才打AZ
391,/bbs/Gossiping/M.1631238939.A.C53.html,kevinpc,你打到的不是AZ是奇淫合歡散...,AZ, 36.225.112.188 09/10 10:00 ,14,1,1,3,"AZ,奇淫合歡散"
392,/bbs/Gossiping/M.1631236151.A.B84.html,goodman5566,這兩天一堆韭菜打az啊,AZ,122.121.192.174 09/10 09:10 ,8,1,3,3,一堆韭菜打az
393,/bbs/Gossiping/M.1631229996.A.FBD.html,Kyo5566,因為第三世界國家買不到莫德納這種高級貨,AZ,111.254.60.242 09/10 07:55 ,60,1,2,1,"第三世界國家,莫德納,高級貨"
394,/bbs/Gossiping/M.1631206105.A.B9F.html,freeclouds,跟高端這種垃圾比起來AZ當然好很多,AZ,   1.200.243.71 09/10 00:49 ,3,1,1,1,"高端,垃圾"
395,/bbs/Gossiping/M.1631202613.A.F79.html,KCKCLIN,==六小而已台大肥宅怎會不知道AZ特性,AZ,220.134.218.123 09/09 23:50 ,2,1,3,2,台大肥宅
396,/bbs/Gossiping/M.1631194380.A.916.html,ATTwo,我以前也不敢打az啊直到世紀大爛貨出現,AZ,  42.77.211.234 09/09 21:45 ,24,1,1,2,"az,大爛貨"
397,/bbs/Gossiping/M.1631194380.A.916.html,panda503464,因為人會比較覺得更爛的出現當然選AZ,AZ,   61.58.175.23 09/09 22:00 ,28,1,1,1,"更爛,AZ"
398,/bbs/Gossiping/M.1631194380.A.916.html,pepeboy,AZ不就那堆失智老人因為日本贈送就開黑,AZ,    180.177.3.3 09/09 22:15 ,33,1,3,2,那堆失智老人
399,/bbs/Gossiping/M.1631194380.A.916.html,st264201,罵az都是台毒覺青高端仔ㄅ呵呵,AZ, 118.165.138.82 09/09 22:28 ,36,1,3,2,台毒覺青高端仔
400,/bbs/Gossiping/M.1631194380.A.916.html,s952112,爛是比較出來的要比高端爛也很不容易,AZ,220.136.226.131 09/09 22:38 ,41,1,1,2,比高端爛
401,/bbs/Gossiping/M.1631192755.A.290.html,meto,之前不要上八卦黑AZ失智列車是對的,AZ,   1.200.97.200 09/09 21:12 ,37,1,3,2,失智列車
402,/bbs/Gossiping/M.1631192755.A.290.html,WeiMinChen,黑bnt的覺青到時就別混打啊,AZ,    42.75.108.3 09/09 22:23 ,93,1,3,3,黑bnt的覺青
403,/bbs/Gossiping/M.1631189181.A.71E.html,wawaking1,公三小？第三世界明明打祖國科興,AZ,   42.76.120.64 09/09 20:08 ,2,1,2,1,第三世界明明打祖國科興
404,/bbs/Gossiping/M.1631163112.A.B9C.html,SSCSFE,五樓沒打az還是想肛人,AZ,169.232.190.235 09/09 12:52 ,1,1,5,2,五樓沒打az還是想肛人
405,/bbs/Gossiping/M.1631082122.A.60C.html,osk2,八卦神藥BNT才有效其他都是垃圾疫苗,AZ,   114.33.36.72 09/08 14:22 ,2,1,1,1,"八卦神藥BNT,其他都是垃圾疫苗"
406,/bbs/Gossiping/M.1631082122.A.60C.html,bart102617,八卦版只推BNT其他疫苗都垃圾,AZ,   36.226.91.30 09/08 14:57 ,61,1,1,1,八卦版只推BNT其他疫苗都垃圾
407,/bbs/Gossiping/M.1631082122.A.60C.html,john200,AZ啥垃圾?我的身體只配打BNT,AZ,  59.120.86.187 09/08 14:58 ,62,1,1,1,AZ啥垃圾
408,/bbs/Gossiping/M.1631082122.A.60C.html,Benvera,八卦板只推BNT其他都垃圾(趕快去打AZ),AZ, 211.22.219.163 09/08 15:06 ,64,1,1,1,八卦板只推BNT其他都垃圾
409,/bbs/Gossiping/M.1631082122.A.60C.html,qazwsx1225,智障中國人真以為BNT他們做得喔滅菌技術不要拿出來說笑愛沾光,AZ,  27.53.114.219 09/08 15:28 ,68,1,2,2,智障中國人
410,/bbs/Gossiping/M.1630989697.A.342.html,JackTheRippe,世界知名的AZ回收桶,AZ, 114.47.127.125 09/07 12:54 ,28,1,4,2,AZ回收桶
411,/bbs/Gossiping/M.1630973952.A.6E2.html,andy199113,完了AZ統戰疫苗統一中國!,AZ, 118.167.161.97 09/07 08:30 ,99,1,1,2,AZ統戰疫苗
412,/bbs/Gossiping/M.1630933818.A.0C0.html,negohsu,高端，覺青打起來,AZ, 27.246.192.109 09/06 21:15 ,24,1,3,3,覺青
413,/bbs/Gossiping/M.1630933818.A.0C0.html,DORAQMON,又不是腦殘，選高端？？,AZ,    1.200.160.8 09/06 21:24 ,56,1,3,2,腦殘
414,/bbs/Gossiping/M.1630933818.A.0C0.html,iamandre,會發燒就帶表比較有效阿打高端那種爛貨你要喔,AZ,  61.223.25.145 09/06 21:28 ,70,1,1,1,打高端那種爛貨
415,/bbs/Gossiping/M.1630933818.A.0C0.html,spi0303,操你媽智障，不要選az浪費資源,AZ,153.188.206.246 09/06 22:21 ,201,1,3,2,操你媽智障
416,/bbs/Gossiping/M.1630933818.A.0C0.html,a09374567,AZ哈你他媽研發人牛津的高端那個是殺小？仿Novavax盜版垃圾貨,AZ,     39.10.94.4 09/06 22:23 ,203,1,1,1,"你他媽,高端,是殺小,盜版垃圾貨"
417,/bbs/Gossiping/M.1630933818.A.0C0.html,vespar,800元天龍牌雨衣AZ=便利商店百元雨衣,AZ,  114.34.145.36 09/06 22:32 ,213,1,1,3,天龍牌雨衣AZ
418,/bbs/Gossiping/M.1630933818.A.0C0.html,joanne1452,懶覺比雞腿高端那是啥垃圾,AZ,  220.136.80.98 09/06 23:07 ,253,1,1,1,"懶覺比雞腿高端,垃圾"
419,/bbs/Gossiping/M.1630933818.A.0C0.html,james575043,低端人口才選高端,AZ,  42.75.106.140 09/06 23:40 ,285,1,3,2,低端人口才選高端
420,/bbs/Gossiping/M.1630933818.A.0C0.html,Guoway,當然選高端啊，國際疫苗交給我們這種背骨仔來打就好,AZ,  114.34.96.114 09/07 01:03 ,326,1,3,3,背骨仔
421,/bbs/Gossiping/M.1630933818.A.0C0.html,BIOS,沒帶腦袋上PTT嗎無腦就選高端,AZ,   58.114.1.203 09/07 03:01 ,350,1,3,2,"無腦,高端"
422,/bbs/Gossiping/M.1630932064.A.FEF.html,tcypost,這批AZ疫苗沒有台灣價值！！！,AZ, 118.167.129.99 09/06 21:19 ,285,1,0,0,
423,/bbs/Gossiping/M.1630932064.A.FEF.html,Leoreo,拒打辱台AZ,AZ,  114.24.94.215 09/06 22:43 ,519,1,1,2,拒打辱台AZ
424,/bbs/Gossiping/M.1630924187.A.CD1.html,misu2718,一堆文盲，選項就沒高端，偏要酸,AZ,123.240.145.236 09/06 18:48 ,51,1,3,2,一堆文盲
425,/bbs/Gossiping/M.1630914124.A.CB2.html,jei01,這是嗑完藥幻想被AZ注射,AZ,   27.51.89.211 09/06 15:50 ,16,1,1,3,嗑完藥幻想被AZ注射
426,/bbs/Gossiping/M.1630909072.A.6D5.html,sariel0322,幹嘛用乞丐乞討來的疫苗？當然等BNT啊,AZ,223.136.124.163 09/06 14:22 ,57,1,1,1,乞丐乞討來的疫苗
427,/bbs/Gossiping/M.1630909072.A.6D5.html,jasonpig,覺得AZ爛是因為被洗腦,AZ,190.197.100.208 09/06 14:22 ,60,1,3,2,AZ爛
428,/bbs/Gossiping/M.1630909072.A.6D5.html,vvanch,7/19的韭菜就高端了拉,AZ,124.155.165.216 09/06 14:39 ,220,1,3,3,韭菜
429,/bbs/Gossiping/M.1630909072.A.6D5.html,seashroom,現在蟑螂風向帶7/19喔？有az了幹嘛再bnt優先？,AZ,  111.255.34.71 09/06 14:50 ,263,1,3,2,蟑螂
430,/bbs/Gossiping/M.1630883935.A.BF5.html,vespar,台灣不是有百萬移工嗎算進來疫苗似乎不是很足夠另外移工應該強制打高端才對啊怎麼變成打高端的變最低端有點可憐耶,AZ,  114.34.145.46 09/06 08:37 ,7,1,3,2,打高端的變最低端
431,/bbs/Gossiping/M.1630879308.A.415.html,comfortzone,真怕的話不選高端就好了，意見這麼多北七嗎,AZ,  49.216.61.152 09/06 08:48 ,117,1,3,1,北七
432,/bbs/Gossiping/M.1630879308.A.415.html,clone29,高端免預約，覺青快搶別佔國外疫苗,AZ,    101.9.34.77 09/06 09:33 ,138,1,3,3,覺青
433,/bbs/Gossiping/M.1630879308.A.415.html,Mulice0926,柯糞唯一指名科興,AZ,   39.8.130.187 09/06 10:29 ,150,1,3,2,柯糞
434,/bbs/Gossiping/M.1630878912.A.26C.html,jin956,AZ全球130個國家施打原來都是低端國家?,AZ,    39.13.1.107 09/06 06:31 ,11,1,2,2,低端國家
435,/bbs/Gossiping/M.1630878912.A.26C.html,hugo0015227,你在嘴AZ特戰隊是低端嗎？連戰住帝寶都打AZ了,AZ,  1.162.113.219 09/06 07:12 ,20,1,3,2,嘴AZ特戰隊是低端
436,/bbs/Gossiping/M.1630878912.A.26C.html,vespar,高端連移工都不要。懂？,AZ,  114.34.145.46 09/06 08:38 ,29,1,1,3,高端連移工都不要
437,/bbs/Gossiping/M.1630878912.A.26C.html,SRadiant,外勞=低端？歐洲人打AZ也都低端？,AZ,114.136.192.112 09/06 08:51 ,31,1,3,2,"外勞=低端,歐洲人打AZ也都低端"
438,/bbs/Gossiping/M.1630878912.A.26C.html,st002650,高端打外國人出問題是國際問題，打進韭菜裡就好，出問題免處理還有人會護航,AZ,  123.252.30.94 09/06 14:05 ,37,1,3,3,打進韭菜裡
439,/bbs/Gossiping/M.1630874890.A.894.html,sincere77,817蟑螂真的毫無良心，不就是政府買的疫苗不夠才要讓原po被迫去打AZ,AZ,  27.247.158.26 09/06 06:14 ,34,1,3,2,817蟑螂
440,/bbs/Gossiping/M.1630873173.A.FB4.html,l11111111,高端是私人企業綁架中華民國根本笑死,AZ,125.231.45.108 09/06 04:32 ,25,1,0,0,
441,/bbs/Gossiping/M.1630873173.A.FB4.html,liuedd,高端的專業又在哪裡，蟑螂自己都不敢插,AZ, 111.248.1.96 09/06 05:37 ,78,1,3,2,蟑螂
442,/bbs/Gossiping/M.1630873173.A.FB4.html,alan0204,不打高端一堆蟑螂氣噗噗,AZ,   42.77.219.32 09/06 07:09 ,123,1,3,2,一堆蟑螂
443,/bbs/Gossiping/M.1630873173.A.FB4.html,hsshkisskiss,笑死前幾樓是全家打高端膩？還想影響別人，垃圾耶,AZ, 182.233.182.44 09/06 07:25 ,140,1,5,1,垃圾
444,/bbs/Gossiping/M.1630873173.A.FB4.html,terry1020,腦殘才去打高端，某人有問題嗎,AZ,114.136.239.230 09/06 09:32 ,264,1,3,2,腦殘
445,/bbs/Gossiping/M.1630873173.A.FB4.html,swera,蟑螂看到高端實話7pupu噢,AZ,  36.225.16.162 09/06 10:55 ,295,1,3,2,蟑螂
446,/bbs/Gossiping/M.1630872297.A.C2F.html,CenaC,我早就發文說AZ就是適合年輕英粉施打,AZ,  49.216.167.16 09/06 04:27 ,24,1,3,3,年輕英粉
447,/bbs/Gossiping/M.1630872297.A.C2F.html,CenaC,有腦袋的都知道AZ有問題你沒看衛福部統計死亡比率嗎看過的都不會認為莫名奇妙,AZ,  49.216.167.16 09/06 04:35 ,44,1,3,1,有腦袋的都知道AZ有問題
448,/bbs/Gossiping/M.1630872297.A.C2F.html,CenaC,你還沒發覺為什麼別的國家送疫苗不是送BNT和莫德納嗎你這種思維比70歲還差,AZ,  49.216.167.16 09/06 04:36 ,46,1,5,3,你這種思維比70歲還差
449,/bbs/Gossiping/M.1630872297.A.C2F.html,kllara,不肯思考只會罵人的台灣鯛，被這場智力測驗達爾文淘汱掉很公平啊！說黑AZ是為了捧高端的問問自己，你有因為這樣就相信高端了嗎？,AZ,  59.115.168.58 09/06 07:57 ,99,1,3,2,"台灣鯛,黑AZ是為了捧高端"
450,/bbs/Gossiping/M.1630870425.A.67C.html,yeh0416,BNT給學生就是在顧票,AZ,   223.137.4.30 09/06 08:02 ,58,1,0,0,
451,/bbs/Gossiping/M.1630857830.A.909.html,pandp,這次BNT優先打學生真的是智障決定,AZ,1.175.123.97 09/06 00:42 ,118,1,4,2,智障決定
452,/bbs/Gossiping/M.1630857830.A.909.html,wmtsung,高端配叫做疫苗嗎？哈哈哈哈,AZ,36.228.219.239 09/06 01:23 ,232,1,1,3,高端配叫做疫苗
453,/bbs/Gossiping/M.1630857830.A.909.html,void06,只有你疫苗孤兒？817就打高端講一堆,AZ,125.231.133.45 09/06 01:33 ,269,1,3,3,"疫苗孤兒,817就打高端"
454,/bbs/Gossiping/M.1630857009.A.E12.html,ndoll,老人偏愛bnt，叫他們打az就是沒人權,AZ, 118.165.0.82 09/06 02:13 ,146,1,3,3,"老人偏愛bnt,叫他們打az就是沒人權"
455,/bbs/Gossiping/M.1630854702.A.3AB.html,werqq,Bnt給18-22歲打這樣還護的下去邏輯真好心臟病第九類真的是韭類讓人消遣排不到還被嗆挑疫苗活該讚讚讚,AZ, 114.136.144.13 09/05 23:14 ,2,1,3,3,"第九類真的是韭類,活該"
456,/bbs/Gossiping/M.1630854104.A.4C4.html,sismiku,只有八卦韓柯糞看不不起azㄅ？,AZ,114.136.240.171 09/05 23:10 ,23,1,3,2,八卦韓柯糞
457,/bbs/Gossiping/M.1630852405.A.3C6.html,antineutrino,美好的高端只能留給韭菜,AZ,   36.234.212.4 09/05 22:38 ,13,1,3,3,高端只能留給韭菜
458,/bbs/Gossiping/M.1630852273.A.142.html,yoyoup,疫苗買票+把垃圾高端消耗掉德政,AZ,  1.165.188.198 09/05 22:47 ,57,1,1,1,垃圾高端
459,/bbs/Gossiping/M.1630852273.A.142.html,hw102050,韓國也打az多啦，他們也鬼島？,AZ, 220.135.113.52 09/05 23:29 ,313,1,2,1,"韓國,鬼島"
460,/bbs/Gossiping/M.1630852273.A.142.html,yoyoup,真的啊護航巨嬰快去死一死還好打完AZ了,AZ,  1.165.188.198 09/05 23:42 ,352,1,3,2,護航巨嬰快去死一死
461,/bbs/Gossiping/M.1630852273.A.142.html,yoyoup,我打完AZ了啊　你真的都沒在看別人說話欸只會喊別人巨嬰前面早就說過我打完了,AZ,  1.165.188.198 09/06 00:01 ,416,1,5,2,喊別人巨嬰
462,/bbs/Gossiping/M.1630852120.A.6B4.html,iamsosorry,mrna疫苗很爛男生打az就好女生打mrna,AZ, 49.217.132.174 09/05 22:43 ,19,1,1,2,mrna疫苗很爛
463,/bbs/Gossiping/M.1630851710.A.FC4.html,hw102050,18以下只能打bnt有三期吧如果信任三期的話18韭菜哭哭,AZ, 220.135.113.52 09/05 23:03 ,71,1,3,3,韭菜
464,/bbs/Gossiping/M.1630849586.A.B60.html,samkiller200,18-22憑什麼直接打bnt現在az夠多了怎不給18-22打?除了綁未來的票源之外毫無合理性可言,AZ, 123.192.70.147 09/05 22:18 ,107,1,0,0,
465,/bbs/Gossiping/M.1630846864.A.97D.html,ssh713,最噁心的是新進醫護為啥不敢打高端蟑螂還,AZ,123.192.220.209 09/05 21:05 ,16,1,3,2,"噁心,不敢打高端蟑螂"
466,/bbs/Gossiping/M.1630846864.A.97D.html,ssh713,會嗆說醫護有選擇的權利操可以開高端聯,AZ,123.192.220.209 09/05 21:06 ,19,1,5,1,操
467,/bbs/Gossiping/M.1630846864.A.97D.html,ssh713,看看高端預約率最挑疫苗的就是蟑螂們啦,AZ,123.192.220.209 09/05 21:09 ,34,1,3,2,蟑螂們
468,/bbs/Gossiping/M.1630845964.A.AE9.html,tsukirit,719沒勾AZ的一大堆超過半數啦啦，狗政府只是要營造疫苗夠，是你自己不要的假象,AZ,  39.12.216.228 09/05 20:57 ,20,1,4,2,"719沒勾AZ,狗政府"
469,/bbs/Gossiping/M.1630845964.A.AE9.html,tsukirit,打AZ才是腦袋不好吧，一堆國家禁的東西，美國也沒EUA，打這種廢物，還大聲，腦子有洞耶,AZ,  39.12.216.228 09/05 20:59 ,25,1,3,2,"打AZ才是腦袋不好,打這種廢物"
470,/bbs/Gossiping/M.1630845964.A.AE9.html,CHENXOX,有些自以為天選之人或失智被帶風向94活該鴨，還有人想帶風向排bnt被小朋友,AZ, 1.163.205.61 09/05 21:04 ,36,1,3,2,"天選之人,失智,活該"
471,/bbs/Gossiping/M.1630845009.A.9E9.html,jinnij03879,插隊BNT最可惡，政府到底怎麼排的,AZ,123.193.253.220 09/05 20:43 ,45,1,4,2,插隊BNT最可惡
472,/bbs/Gossiping/M.1630845009.A.9E9.html,ten9di9,bnt不照年齡打真的很賤,AZ, 36.233.238.243 09/05 20:50 ,71,1,4,2,很賤
473,/bbs/Gossiping/M.1630845009.A.9E9.html,pol87063,要單壓莫德納政府爛你還被騙腦袋清醒點好嗎,AZ,   27.242.35.93 09/05 22:18 ,171,1,4,1,政府爛
474,/bbs/Gossiping/M.1630845009.A.9E9.html,qwert3857,活該愛挑就去打高端屁話一堆,AZ, 114.41.124.102 09/06 02:16 ,226,1,3,1,"活該,打高端屁話"
475,/bbs/Gossiping/M.1630844591.A.7D7.html,CHENXOX,失智軍一開始搶排莫德納之後搶排bnt，個個覺得自己4天選之人，現在涼涼又要QQ買不夠？不夠不是一開始大家都知道了？還是那邊還來的及可以重來？笑死,AZ,   1.163.205.61 09/05 20:38 ,5,1,3,2,失智軍
476,/bbs/Gossiping/M.1630842033.A.5B0.html,tsukirit,沒那麼急吧別當AZ賤民啦,AZ, 203.217.119.40 09/05 19:42 ,2,1,3,2,別當AZ賤民
477,/bbs/Gossiping/M.1630842033.A.5B0.html,denhhy,為何別人就打得到AZ，你就打不到>?腦袋是個很好的東西,AZ, 114.44.124.231 09/05 19:54 ,24,1,0,0,
478,/bbs/Gossiping/M.1630842033.A.5B0.html,tsukirit,垃圾CDC不擋BNT早進來了廢物政府,AZ, 203.217.119.40 09/05 19:59 ,47,1,4,1,"垃圾CDC,廢物政府"
479,/bbs/Gossiping/M.1630842033.A.5B0.html,tsukirit,復星有一億劑BNT政府一劑都沒買閉嘴好,AZ, 203.217.119.40 09/05 20:02 ,67,1,4,2,政府一劑都沒買閉嘴
480,/bbs/Gossiping/M.1630842033.A.5B0.html,tsukirit,?現在沒打到AZ有啥損失嗎打到的賤而已,AZ, 203.217.119.40 09/05 20:04 ,73,1,3,2,打到的賤而已
481,/bbs/Gossiping/M.1630842033.A.5B0.html,totomo168,說719前單吊莫的沒得打活該，憑什麼勾bnt還是要被插隊沒得打,AZ, 61.220.222.234 09/05 20:11 ,93,1,4,1,719前單吊莫的沒得打活該
482,/bbs/Gossiping/M.1630842033.A.5B0.html,afternight,哈哈推文有打不到疫苗的怪打az的賤笑死人了是打不到崩潰了嗎,AZ,     1.162.62.6 09/05 20:37 ,111,1,3,1,打不到疫苗的怪打az的賤
483,/bbs/Gossiping/M.1630842033.A.5B0.html,CHENXOX,天選之人都嗎打的到莫德納.bnt，啊象窩們這種普通人就只配打AZ.高端，至於失智被網軍騙改來改去的靠信仰和浮水44看嘍嘻嘻,AZ,   1.163.205.61 09/05 20:51 ,122,1,3,2,失智被網軍騙
484,/bbs/Gossiping/M.1630840297.A.AB8.html,tsukirit,變心個雕本來說不混打後來又說給混打然後BNT開始亂跳年齡變來變去的是誰,AZ,203.217.119.40 09/05 19:14 ,5,1,3,3,變心個雕
485,/bbs/Gossiping/M.1630840297.A.AB8.html,tsukirit,眼紅個雕AZ賤民講話真大聲,AZ,203.217.119.40 09/05 19:16 ,12,1,3,2,眼紅個雕AZ賤民
486,/bbs/Gossiping/M.1630840297.A.AB8.html,tsukirit,AZ賤民AZ賤民AZ賤民AZ賤民AZ賤民,AZ,203.217.119.40 09/05 19:17 ,14,1,3,2,AZ賤民
487,/bbs/Gossiping/M.1630840297.A.AB8.html,ssisters,沒疫苗不催貨或者只有垃圾為了標籤卡bnt根本垃圾,AZ,111.82.134.22 09/05 19:28 ,29,1,4,1,只有垃圾為了標籤卡bnt根本垃圾
488,/bbs/Gossiping/M.1630840297.A.AB8.html,kllara,鯛民自己變來變去的，一下黑AZ一下又要AZ你選啊，僧多粥少就是要等，很難懂？,AZ,  59.115.217.67 09/05 20:07 ,53,1,3,2,鯛民
489,/bbs/Gossiping/M.1630840297.A.AB8.html,guitarmoon,有這麼低能的政府你各位不皮繃緊一點就是乖乖去打垃圾高端,AZ,101.10.44.6 09/05 20:18 ,60,1,4,1,"低能的政府,低能的政府"
490,/bbs/Gossiping/M.1630840297.A.AB8.html,csghuuguh,哇靠AZ好歹是英國貨怎麼變成賤民打的,AZ,  1.164.185.150 09/05 21:43 ,70,1,3,2,"哇靠AZ,變成賤民打"
491,/bbs/Gossiping/M.1630840297.A.AB8.html,apatosaurus,爛邏輯，一開始有說要下好離手？不管何時選都該從年紀大的開始打18歲以上選AZ的憑什麼可以打bnt護航也要有邏輯,AZ, 111.82.236.185 09/06 14:05 ,84,1,5,2,爛邏輯
492,/bbs/Gossiping/M.1630837444.A.960.html,bignoob,韭菜乖去怪你當初慫恿你不要登記az的人,AZ,180.217.198.153 09/05 18:27 ,3,1,3,3,韭菜
493,/bbs/Gossiping/M.1630837356.A.CD2.html,CHENXOX,疫苗一開始全世界都知道不夠騙騙有壞人網軍以自身任務為重煽動信徒黑AZ吹bnt要信眾單押mRNA，事後信徒排不到回頭排AZ必須重排，又要煽動信徒怪疫苗買太少才會排不到不夠不4一開始就天知地知的4，幹話都泥在講的笑鼠，當時的網軍不該先跟信徒道歉好意思?,AZ,1.163.205.61 09/05 18:50 ,8,1,3,1,"壞人網軍,煽動信徒"
494,/bbs/Gossiping/M.1630837149.A.D2C.html,CHENXOX,當初網軍帶風向黑AZ吹bnt還要失智信徒單選同技術的莫德納就好，窩4建議現在出來跟信眾道歉要誠心嘻嘻疫苗一開始誰不知道不夠，還敢帶風向要人單選現在想想夠惡劣的嘻嘻?,AZ,   1.163.205.61 09/05 18:25 ,21,1,3,2,"網軍帶風向黑AZ吹bnt,失智信徒"
495,/bbs/Gossiping/M.1630836070.A.34E.html,CHENXOX,窩4建議一開始惡意帶風向教信徒單選莫給AZ跟振幅一個教訓的網軍先跟信眾們道歉啦，然後窩們全選有什麼打什麼派的會感謝泥們這些努力的網軍們嘻嘻,AZ,1.163.205.61 09/05 18:09 ,14,1,3,3,"惡意帶風向教信徒單選莫給AZ,網軍"
496,/bbs/Gossiping/M.1630835524.A.895.html,ziso,不挑的話打到AZ沒問題..但要總歸一個結論的確也是政府太爛買的才到多少幾乎都乞的擬開放默給人家選結果貨才到多少?現在怪人家見異思遷兩頭空政府是沒啥立場的拉,AZ, 111.240.126.32 09/05 17:57 ,5,1,4,1,政府太爛
497,/bbs/Gossiping/M.1630835524.A.895.html,kllara,是嗎？一開始AZ來的時候，全不用排不用搶的時候你打了嗎？會靠北的就是會靠北，台灣鯛,AZ,  59.115.217.67 09/05 18:50 ,26,1,5,2,"靠北,台灣鯛"
498,/bbs/Gossiping/M.1630835524.A.895.html,kllara,政府反悔個屁啊，指的是同一梯次內登記順序不等於施打順序，是你自己反悔掉去後面梯次樵你媽沒給你生個正常邏輯的腦袋比較實際啦什麼叫民眾意願莫德納？你有在去年就跟政府說你想打莫德納有嗎？自己去年都不知道自己想打什麼，卻要政府買中你現在想打的，你缺的不是疫苗是腦子！,AZ,  59.115.217.67 09/05 23:28 ,39,1,4,2,"政府反悔個屁,你媽,你缺的,是腦子"
499,/bbs/Gossiping/M.1630834212.A.4F6.html,CHENXOX,之前帶風向騙人單勾的那些網軍現在不用出來跟還沒打到AZ的信徒道歉嗎？,AZ,   1.163.205.61 09/05 17:56 ,32,1,3,3,"帶風向騙人,網軍"
500,/bbs/Gossiping/M.1630831387.A.182.html,myabcd,腦殘嗎?就身體不適合AZ，想死不是趁現在,AZ,203.204.173.119 09/05 16:49 ,14,1,5,2,腦殘
501,/bbs/Gossiping/M.1630831387.A.182.html,Osmium,真的笑死人當初有給你機會勾AZ阿你自己不勾怪我囉現在想打當然是排到最後面阿但依這種人的智商最適合的疫苗是高端啦,AZ, 111.246.93.223 09/05 17:25 ,75,1,0,0,
502,/bbs/Gossiping/M.1630831387.A.182.html,SPAEK,我自己會全勾目標很明確不要高端就好但那是因為我是七年級的根本韭菜臉其實挺搞笑的也就AZ輪兩班雖然我受惠啦,AZ,   1.162.178.94 09/05 21:03 ,195,1,3,3,"七年級,韭菜臉"
503,/bbs/Gossiping/M.1630831387.A.182.html,newstyle,蟑螂說人挑疫苗，但高端免預約可以秒打卻不選,AZ,  101.10.45.113 09/05 22:27 ,204,1,3,2,蟑螂
504,/bbs/Gossiping/M.1630831167.A.B45.html,CHENXOX,堅持信仰先黑AZ跟一線醫護老弱婦孺慢性病搶莫德，然後再度跟隨信仰黑高端吹爆bnt，現在QQ排AZ隊伍末端，失智信,AZ,1.163.205.61 09/05 16:45 ,10,1,3,2,失智
505,/bbs/Gossiping/M.1630831167.A.B45.html,CHENXOX,身為中?人打科興剛剛好泥不4中?人,AZ,  1.163.205.61 09/05 16:52 ,20,1,0,0,
